r,gtt,grr,phi,gtt_schw,grr_schw
1.062318002436336073e+01,9.096980946911021881e-01,1.105638861525677363e+00,1.432801911034921605e-01,9.058662285957137517e-01,1.103915753157299839e+00
1.062807354560791318e+01,9.097377869339944301e-01,1.105584576773121386e+00,1.432169145739844718e-01,9.059095709388224060e-01,1.103862937405185818e+00
1.063296932103154546e+01,9.097774607426020177e-01,1.105530322676145261e+00,1.431539436363290230e-01,9.059528933256636440e-01,1.103810151021317187e+00
1.063786735167263586e+01,9.098171161294986709e-01,1.105476099214737218e+00,1.430919755037192154e-01,9.059961957654261155e-01,1.103757393986798396e+00
1.064276763857004049e+01,9.098567531072481174e-01,1.105421906368899476e+00,1.430299788257611560e-01,9.060394782672940295e-01,1.103704666282749214e+00
1.064767018276309152e+01,9.098963716884090891e-01,1.105367744118651352e+00,1.429679535893055575e-01,9.060827408404475980e-01,1.103651967890303620e+00
1.065257498529160429e+01,9.099359718855313250e-01,1.105313612444024818e+00,1.429058997811970544e-01,9.061259834940625923e-01,1.103599298790610694e+00
1.065748204719587022e+01,9.099755537111566817e-01,1.105259511325069610e+00,1.428438173882742579e-01,9.061692062373106760e-01,1.103546658964834171e+00
1.066239136951666211e+01,9.100151171778219084e-01,1.105205440741849898e+00,1.427817063973696732e-01,9.062124090793591824e-01,1.103494048394152660e+00
1.066730295329523059e+01,9.100546622980534295e-01,1.105151400674444950e+00,1.427195667953097824e-01,9.062555920293713374e-01,1.103441467059758985e+00
1.067221679957331126e+01,9.100941890843718962e-01,1.105097391102949578e+00,1.426573985689149338e-01,9.062987550965061478e-01,1.103388914942861510e+00
1.067713290939310333e+01,9.101336975492902992e-01,1.105043412007473913e+00,1.425952017049995635e-01,9.063418982899182907e-01,1.103336392024682366e+00
1.068205128379730162e+01,9.101731877053137465e-01,1.104989463368143632e+00,1.425329761903718906e-01,9.063850216187582243e-01,1.103283898286459008e+00
1.068697192382908057e+01,9.102126595649405738e-01,1.104935545165099287e+00,1.424707220118340001e-01,9.064281250921724098e-01,1.103231433709443321e+00
1.069189483053208889e+01,9.102521131406612342e-01,1.104881657378496529e+00,1.424084391561820928e-01,9.064712087193028678e-01,1.103178998274901845e+00
1.069682000495045848e+01,9.102915484449579653e-01,1.104827799988506554e+00,1.423461276102061523e-01,9.065142725092875109e-01,1.103126591964115777e+00
1.070174744812880441e+01,9.103309654903060100e-01,1.104773972975316321e+00,1.422837873606900561e-01,9.065573164712600329e-01,1.103074214758380744e+00
1.070667716111221957e+01,9.103703642891725067e-01,1.104720176319125891e+00,1.422214183944116861e-01,9.066003406143499088e-01,1.103021866639007253e+00
1.071160914494628003e+01,9.104097448540188209e-01,1.104666410000153531e+00,1.421590206981428184e-01,9.066433449476825057e-01,1.102969547587320021e+00
1.071654340067704325e+01,9.104491071972963256e-01,1.104612673998630612e+00,1.420965942586490394e-01,9.066863294803786388e-01,1.102917257584659305e+00
1.072147992935104810e+01,9.104884513314513983e-01,1.104558968294803822e+00,1.420341390626899958e-01,9.067292942215554596e-01,1.102864996612378468e+00
1.072641873201531659e+01,9.105277772689193139e-01,1.104505292868935840e+00,1.419716550970190616e-01,9.067722391803254567e-01,1.102812764651846411e+00
1.073135980971735215e+01,9.105670850221312396e-01,1.104451647701303996e+00,1.419091423483836434e-01,9.068151643657973437e-01,1.102760561684446028e+00
1.073630316350513958e+01,9.106063746035085726e-01,1.104398032772200722e+00,1.418466008035249859e-01,9.068580697870751717e-01,1.102708387691575531e+00
1.074124879442715041e+01,9.106456460254657159e-01,1.104344448061933770e+00,1.417840304491782277e-01,9.069009554532591055e-01,1.102656242654646901e+00
1.074619670353233403e+01,9.106848993004098558e-01,1.104290893550825770e+00,1.417214312720724290e-01,9.069438213734450915e-01,1.102604126555086772e+00
1.075114689187012829e+01,9.107241344407394079e-01,1.104237369219214893e+00,1.416588032589304602e-01,9.069866675567248571e-01,1.102552039374336212e+00
1.075609936049044890e+01,9.107633514588457935e-01,1.104183875047453078e+00,1.415964409365832177e-01,9.070294940121859106e-01,1.102499981093850723e+00
1.076105411044370008e+01,9.108025503671132173e-01,1.104130411015910029e+00,1.415351088883773922e-01,9.070723007489116529e-01,1.102447951695100681e+00
1.076601114278076565e+01,9.108417311779168912e-01,1.104076977104966550e+00,1.414737485878328205e-01,9.071150877759811548e-01,1.102395951159570453e+00
1.077097045855301616e+01,9.108808939036251440e-01,1.104023573295022098e+00,1.414123600219351629e-01,9.071578551024694903e-01,1.102343979468758839e+00
1.077593205881230887e+01,9.109200385565986435e-01,1.103970199566489452e+00,1.413509431776640846e-01,9.072006027374474035e-01,1.102292036604179515e+00
1.078089594461097889e+01,9.109591651491898423e-01,1.103916855899796934e+00,1.412894980419933388e-01,9.072433306899815308e-01,1.102240122547359702e+00
1.078586211700185160e+01,9.109982736937441983e-01,1.103863542275387299e+00,1.412280246018905727e-01,9.072860389691342897e-01,1.102188237279841720e+00
1.079083057703824267e+01,9.110373642025980656e-01,1.103810258673718625e+00,1.411665228443173825e-01,9.073287275839642119e-01,1.102136380783182101e+00
1.079580132577393314e+01,9.110764366880814702e-01,1.103757005075264974e+00,1.411049927562296191e-01,9.073713965435250550e-01,1.102084553038951364e+00
1.080077436426320681e+01,9.111154911625154451e-01,1.103703781460512623e+00,1.410434343245768885e-01,9.074140458568670242e-01,1.102032754028734907e+00
1.080574969356083059e+01,9.111545276382141401e-01,1.103650587809965389e+00,1.409818475363028567e-01,9.074566755330356616e-01,1.101980983734132336e+00
1.081072731472205462e+01,9.111935461274831560e-01,1.103597424104141300e+00,1.409202323783451394e-01,9.074992855810728454e-01,1.101929242136757026e+00
1.081570722880261570e+01,9.112325466426209886e-01,1.103544290323573041e+00,1.408585888376354123e-01,9.075418760100159021e-01,1.101877529218237006e+00
1.082068943685873741e+01,9.112715291959175845e-01,1.103491186448808392e+00,1.407969169010992450e-01,9.075844468288980504e-01,1.101825844960215184e+00
1.082567393994712823e+01,9.113104937996556743e-01,1.103438112460410014e+00,1.407352165556562673e-01,9.076269980467485121e-01,1.101774189344347565e+00
1.083066073912498695e+01,9.113494404661088844e-01,1.103385068338955222e+00,1.406734877882199752e-01,9.076695296725921791e-01,1.101722562352305257e+00
1.083564983544999549e+01,9.113883692075448462e-01,1.103332054065036649e+00,1.406117305856979527e-01,9.077120417154500576e-01,1.101670963965773131e+00
1.084064122998032431e+01,9.114272800362210880e-01,1.103279069619261366e+00,1.405499449349917052e-01,9.077545341843386018e-01,1.101619394166450938e+00
1.084563492377463412e+01,9.114661729643893651e-01,1.103226114982251094e+00,1.404881308229966597e-01,9.077970070882703801e-01,1.101567852936051972e+00
1.085063091789206702e+01,9.115050480042921066e-01,1.103173190134642878e+00,1.404262882366023035e-01,9.078394604362537423e-01,1.101516340256304183e+00
1.085562921339225895e+01,9.115439051681650806e-01,1.103120295057089306e+00,1.403644171626919901e-01,9.078818942372930412e-01,1.101464856108949064e+00
1.086062981133533256e+01,9.115827444682336189e-01,1.103067429730255844e+00,1.403025175881430775e-01,9.079243085003880775e-01,1.101413400475742987e+00
1.086563271278189724e+01,9.116215659167186125e-01,1.103014594134824167e+00,1.402405894998268732e-01,9.079667032345350997e-01,1.101361973338456091e+00
1.087063791879305086e+01,9.116603695258300721e-01,1.102961788251490827e+00,1.401786328846086338e-01,9.080090784487255817e-01,1.101310574678873166e+00
1.087564543043038157e+01,9.116991553077707922e-01,1.102909012060965921e+00,1.401166477293475932e-01,9.080514341519474453e-01,1.101259204478792109e+00
1.088065524875596601e+01,9.117379232747366835e-01,1.102856265543975756e+00,1.400548890902174048e-01,9.080937703531839489e-01,1.101207862720026132e+00
1.088566737483236935e+01,9.117766734389144423e-01,1.102803548681260404e+00,1.399941875522011103e-01,9.081360870614145764e-01,1.101156549384401773e+00
1.089068180972264877e+01,9.118154058124834371e-01,1.102750861453574815e+00,1.399334580522877958e-01,9.081783842856145927e-01,1.101105264453759780e+00
1.089569855449034641e+01,9.118541204076144879e-01,1.102698203841689262e+00,1.398727005775969312e-01,9.082206620347550441e-01,1.101054007909955335e+00
1.090071761019950003e+01,9.118928172364706430e-01,1.102645575826387336e+00,1.398119151152420747e-01,9.082629203178029798e-01,1.101002779734856940e+00
1.090573897791463409e+01,9.119314963112061800e-01,1.102592977388469064e+00,1.397511016523307892e-01,9.083051591437211192e-01,1.100951579910348199e+00
1.091076265870076689e+01,9.119701576439696034e-01,1.102540408508748904e+00,1.396902601759647256e-01,9.083473785214682961e-01,1.100900408418325815e+00
1.091578865362339634e+01,9.120088012468985372e-01,1.102487869168053747e+00,1.396293906732397339e-01,9.083895784599989032e-01,1.100849265240701147e+00
1.092081696374852484e+01,9.120474271321240556e-01,1.102435359347228472e+00,1.395684931312455024e-01,9.084317589682636696e-01,1.100798150359398875e+00
1.092584759014263796e+01,9.120860353117685726e-01,1.102382879027129947e+00,1.395075675370658630e-01,9.084739200552087723e-01,1.100747063756358779e+00
1.093088053387271508e+01,9.121246257979469529e-01,1.102330428188630806e+00,1.394466138777787634e-01,9.085160617297763919e-01,1.100696005413533296e+00
1.093591579600622943e+01,9.121631986027662897e-01,1.102278006812619005e+00,1.393856321404560450e-01,9.085581840009048227e-01,1.100644975312889962e+00
1.094095337761114095e+01,9.122017537383235730e-01,1.102225614879994708e+00,1.393246223121637484e-01,9.086002868775279184e-01,1.100593973436409412e+00
1.094599327975590519e+01,9.122402912167097977e-01,1.102173252371674961e+00,1.392635843799618633e-01,9.086423703685756470e-01,1.100542999766086938e+00
1.095103550350946797e+01,9.122788110500069658e-01,1.102120919268591459e+00,1.392025183309044678e-01,9.086844344829736464e-01,1.100492054283931154e+00
1.095608004994126894e+01,9.123173132502885307e-01,1.102068615551688113e+00,1.391414241520396167e-01,9.087264792296437799e-01,1.100441136971965106e+00
1.096112692012123979e+01,9.123557978296209514e-01,1.102016341201926153e+00,1.390803018304094807e-01,9.087685046175033587e-01,1.100390247812225386e+00
1.096617611511980250e+01,9.123942648000612499e-01,1.101964096200279464e+00,1.390191513530502077e-01,9.088105106554660306e-01,1.100339386786762574e+00
1.097122763600787820e+01,9.124327141736586766e-01,1.101911880527737475e+00,1.389579727069919501e-01,9.088524973524410022e-01,1.100288553877641240e+00
1.097628148385687474e+01,9.124711459624550436e-01,1.101859694165303605e+00,1.388967658792589488e-01,9.088944647173335945e-01,1.100237749066939497e+00
1.098133765973869735e+01,9.125095601784823929e-01,1.101807537093996148e+00,1.388355308568694768e-01,9.089364127590449094e-01,1.100186972336749891e+00
1.098639616472574332e+01,9.125479568337667713e-01,1.101755409294847166e+00,1.387742676268357289e-01,9.089783414864720523e-01,1.100136223669178070e+00
1.099145699989090730e+01,9.125863359403231234e-01,1.101703310748904485e+00,1.387129761761639879e-01,9.090202509085077986e-01,1.100085503046344337e+00
1.099652016630757423e+01,9.126246975101606207e-01,1.101651241437228812e+00,1.386516564918545691e-01,9.090621410340411490e-01,1.100034810450382095e+00
1.100158566504962465e+01,9.126630415552795528e-01,1.101599201340896617e+00,1.385903085609017371e-01,9.091040118719568852e-01,1.099984145863438734e+00
1.100665349719143293e+01,9.127013680876704393e-01,1.101547190440997470e+00,1.385291486905453895e-01,9.091458634311355702e-01,1.099933509267675635e+00
1.101172366380787082e+01,9.127396771193175828e-01,1.101495208718637819e+00,1.384690721137478153e-01,9.091876957204537701e-01,1.099882900645267947e+00
1.101679616597430389e+01,9.127779686621964039e-01,1.101443256154935213e+00,1.384089678629388531e-01,9.092295087487840544e-01,1.099832319978404360e+00
1.102187100476659332e+01,9.128162427282735525e-01,1.101391332731025186e+00,1.383488359253705891e-01,9.092713025249947734e-01,1.099781767249287112e+00
1.102694818126109411e+01,9.128544993295069077e-01,1.101339438428053930e+00,1.382886762882892528e-01,9.093130770579502808e-01,1.099731242440132872e+00
1.103202769653466575e+01,9.128927384778480203e-01,1.101287573227185179e+00,1.382284889389351346e-01,9.093548323565108227e-01,1.099680745533171411e+00
1.103710955166464380e+01,9.129309601852384493e-01,1.101235737109595325e+00,1.381682738645428066e-01,9.093965684295325369e-01,1.099630276510646487e+00
1.104219374772887896e+01,9.129691644636110937e-01,1.101183930056474747e+00,1.381080310523407906e-01,9.094382852858675648e-01,1.099579835354815627e+00
1.104728028580571220e+01,9.130073513248921913e-01,1.101132152049030477e+00,1.380477604895518073e-01,9.094799829343637176e-01,1.099529422047949678e+00
1.105236916697398186e+01,9.130455207809983209e-01,1.101080403068480873e+00,1.379874621633926379e-01,9.095216613838651432e-01,1.099479036572333257e+00
1.105746039231302191e+01,9.130836728438377348e-01,1.101028683096060945e+00,1.379271360610742070e-01,9.095633206432116591e-01,1.099428678910264967e+00
1.106255396290266546e+01,9.131218075253109134e-01,1.100976992113019026e+00,1.378667821698015827e-01,9.096049607212389754e-01,1.099378349044056957e+00
1.106764987982324300e+01,9.131599248373104549e-01,1.100925330100618327e+00,1.378064004767738659e-01,9.096465816267789162e-01,1.099328046956034699e+00
1.107274814415557707e+01,9.131980247917181881e-01,1.100873697040134269e+00,1.377459909691843287e-01,9.096881833686589758e-01,1.099277772628537431e+00
1.107784875698099825e+01,9.132361074004100576e-01,1.100822092912860262e+00,1.376855536342203035e-01,9.097297659557029847e-01,1.099227526043918157e+00
1.108295171938132562e+01,9.132741726752527933e-01,1.100770517700099482e+00,1.376250884590632384e-01,9.097713293967302217e-01,1.099177307184543206e+00
1.108805703243888097e+01,9.133122206281043542e-01,1.100718971383173761e+00,1.375645954308886698e-01,9.098128737005563016e-01,1.099127116032792895e+00
1.109316469723648524e+01,9.133502512708149279e-01,1.100667453943416474e+00,1.375040745368662221e-01,9.098543988759926204e-01,1.099076952571060417e+00
1.109827471485745676e+01,9.133882646152252649e-01,1.100615965362175874e+00,1.374435257641596353e-01,9.098959049318465775e-01,1.099026816781753180e+00
1.110338708638561478e+01,9.134262606731688994e-01,1.100564505620813982e+00,1.373829490999266545e-01,9.099373918769213532e-01,1.098976708647291911e+00
1.110850181290527239e+01,9.134642394564701506e-01,1.100513074700707694e+00,1.373223445313192514e-01,9.099788597200162421e-01,1.098926628150110663e+00
1.111361889550125071e+01,9.135022009769443452e-01,1.100461672583248562e+00,1.372617120454833473e-01,9.100203084699263201e-01,1.098876575272657474e+00
1.111873833525886290e+01,9.135401452463997041e-01,1.100410299249840573e+00,1.372010516295590343e-01,9.100617381354429991e-01,1.098826549997393265e+00
1.112386013326392664e+01,9.135780722766347894e-01,1.100358954681903256e+00,1.371403632706803821e-01,9.101031487253532504e-01,1.098776552306792942e+00
1.112898429060275873e+01,9.136159820794406139e-01,1.100307638860869908e+00,1.370796469559756037e-01,9.101445402484399372e-01,1.098726582183344735e+00
1.113411080836217337e+01,9.136538746665983091e-01,1.100256351768187812e+00,1.370190809581594005e-01,9.101859127134823702e-01,1.098676639609549976e+00
1.113923968762948924e+01,9.136917500498825673e-01,1.100205093385319133e+00,1.369596238194177862e-01,9.102272661292551970e-01,1.098626724567924429e+00
1.114437092949252595e+01,9.137296082410579778e-01,1.100153863693739353e+00,1.369001392920061733e-01,9.102686005045296236e-01,1.098576837040995846e+00
1.114950453503960759e+01,9.137674492518810254e-01,1.100102662674937726e+00,1.368406273633080983e-01,9.103099158480725261e-01,1.098526977011306638e+00
1.115464050535954144e+01,9.138052730940992019e-01,1.100051490310418156e+00,1.367810880207013802e-01,9.103512121686464509e-01,1.098477144461412314e+00
1.115977884154165878e+01,9.138430797794514504e-01,1.100000346581698984e+00,1.367215212515578426e-01,9.103924894750103913e-01,1.098427339373881484e+00
1.116491954467578296e+01,9.138808693196701638e-01,1.099949231470311872e+00,1.366619270432435640e-01,9.104337477759192332e-01,1.098377561731296082e+00
1.117006261585223825e+01,9.139186417264765216e-01,1.099898144957802915e+00,1.366023053831188772e-01,9.104749870801236433e-01,1.098327811516252028e+00
1.117520805616185342e+01,9.139563970115849312e-01,1.099847087025732861e+00,1.365426562585381476e-01,9.105162073963701808e-01,1.098278088711358125e+00
1.118035586669595993e+01,9.139941351867000296e-01,1.099796057655675119e+00,1.364829796568500508e-01,9.105574087334018518e-01,1.098228393299236494e+00
1.118550604854639019e+01,9.140318562635177946e-01,1.099745056829217971e+00,1.364232755653973506e-01,9.105985910999569999e-01,1.098178725262522804e+00
1.119065860280548286e+01,9.140695602537272091e-01,1.099694084527962801e+00,1.363635439715170095e-01,9.106397545047705266e-01,1.098129084583865822e+00
1.119581353056607576e+01,9.141072471690069312e-01,1.099643140733526980e+00,1.363037848625401616e-01,9.106808989565728929e-01,1.098079471245928085e+00
1.120097083292151297e+01,9.141449170210281805e-01,1.099592225427540093e+00,1.362439982257920845e-01,9.107220244640907847e-01,1.098029885231384783e+00
1.120613051096564128e+01,9.141825698214522955e-01,1.099541338591645712e+00,1.361841840485922273e-01,9.107631310360466692e-01,1.097980326522924877e+00
1.121129256579281019e+01,9.142202055819339535e-01,1.099490480207502952e+00,1.361243423182542378e-01,9.108042186811593499e-01,1.097930795103250423e+00
1.121645699849787370e+01,9.142578243141163963e-01,1.099439650256782919e+00,1.360644730220858523e-01,9.108452874081430783e-01,1.097881290955076805e+00
1.122162381017619204e+01,9.142954260296369817e-01,1.099388848721171597e+00,1.360045761473890336e-01,9.108863372257085533e-01,1.097831814061132283e+00
1.122679300192362994e+01,9.143330107401229645e-01,1.099338075582368068e+00,1.359446516814597772e-01,9.109273681425624769e-01,1.097782364404158884e+00
1.123196457483655486e+01,9.143705784571926065e-01,1.099287330822087183e+00,1.358846996115883610e-01,9.109683801674069992e-01,1.097732941966911957e+00
1.123713853001183871e+01,9.144081291924569532e-01,1.099236614422056446e+00,1.358247199250591231e-01,9.110093733089409396e-01,1.097683546732159288e+00
1.124231486854686146e+01,9.144456629575170581e-01,1.099185926364016908e+00,1.357647126091506284e-01,9.110503475758586767e-01,1.097634178682682426e+00
1.124749359153950756e+01,9.144831797639650928e-01,1.099135266629723828e+00,1.357046776511354469e-01,9.110913029768505922e-01,1.097584837801276247e+00
1.125267470008816595e+01,9.145206796233866786e-01,1.099084635200946680e+00,1.356446150382804028e-01,9.111322395206035152e-01,1.097535524070748059e+00
1.125785819529173537e+01,9.145581625473562237e-01,1.099034032059468480e+00,1.355845247578463808e-01,9.111731572157997228e-01,1.097486237473919379e+00
1.126304407824961373e+01,9.145956285474402536e-01,1.098983457187085566e+00,1.355245477550831301e-01,9.112140560711177173e-01,1.097436977993623941e+00
1.126823235006171231e+01,9.146330776351970782e-01,1.098932910565609600e+00,1.354657045575786978e-01,9.112549360952321154e-01,1.097387745612709020e+00
1.127342301182845041e+01,9.146705098221760144e-01,1.098882392176864675e+00,1.354068342542135706e-01,9.112957972968133147e-01,1.097338540314035216e+00
1.127861606465074118e+01,9.147079251199174976e-01,1.098831902002689098e+00,1.353479368325016807e-01,9.113366396845279382e-01,1.097289362080475783e+00
1.128381150963001822e+01,9.147453235399528593e-01,1.098781440024933831e+00,1.352890122799510486e-01,9.113774632670385012e-01,1.097240210894917301e+00
1.128900934786821608e+01,9.147827050938062143e-01,1.098731006225467377e+00,1.352300605840639491e-01,9.114182680530035219e-01,1.097191086740259447e+00
1.129420958046778267e+01,9.148200697929901315e-01,1.098680600586166456e+00,1.351710817323369118e-01,9.114590540510775218e-01,1.097141989599415002e+00
1.129941220853166683e+01,9.148574176490120724e-01,1.098630223088926439e+00,1.351120757122607485e-01,9.114998212699112479e-01,1.097092919455309845e+00
1.130461723316333078e+01,9.148947486733670642e-01,1.098579873715654243e+00,1.350530425113204702e-01,9.115405697181510059e-01,1.097043876290882736e+00
1.130982465546674298e+01,9.149320628775438058e-01,1.098529552448269442e+00,1.349939821169952869e-01,9.115812994044396600e-01,1.096994860089085533e+00
1.131503447654637817e+01,9.149693602730217812e-01,1.098479259268707597e+00,1.349348945167587466e-01,9.116220103374157446e-01,1.096945870832882974e+00
1.132024669750722445e+01,9.150066408712707045e-01,1.098428994158917593e+00,1.348757796980785406e-01,9.116627025257139083e-01,1.096896908505253343e+00
1.132546131945477619e+01,9.150439046837520740e-01,1.098378757100860081e+00,1.348166376484166151e-01,9.117033759779649138e-01,1.096847973089187134e+00
1.133067834349503755e+01,9.150811517219187285e-01,1.098328548076511035e+00,1.347574683552291153e-01,9.117440307027953050e-01,1.096799064567688831e+00
1.133589777073451899e+01,9.151183819972151801e-01,1.098278367067860195e+00,1.346982718059664685e-01,9.117846667088279622e-01,1.096750182923774686e+00
1.134111960228024785e+01,9.151555955210757265e-01,1.098228214056910401e+00,1.346390479880732460e-01,9.118252840046815466e-01,1.096701328140474940e+00
1.134634383923975420e+01,9.151927923049267832e-01,1.098178089025678039e+00,1.345797968889883289e-01,9.118658825989708339e-01,1.096652500200832270e+00
1.135157048272108327e+01,9.152299723601859949e-01,1.098127991956193705e+00,1.345205184961446865e-01,9.119064625003068247e-01,1.096603699087902450e+00
1.135679953383278828e+01,9.152671356982623463e-01,1.098077922830501763e+00,1.344612127969695980e-01,9.119470237172961902e-01,1.096554924784753915e+00
1.136203099368393410e+01,9.153042823305546083e-01,1.098027881630658120e+00,1.344018797788845421e-01,9.119875662585419374e-01,1.096506177274468641e+00
1.136726486338409359e+01,9.153414122684537801e-01,1.097977868338734897e+00,1.343425194293051683e-01,9.120280901326429657e-01,1.096457456540140818e+00
1.137250114404335655e+01,9.153785255233425344e-01,1.097927882936816646e+00,1.342831317356413257e-01,9.120685953481942887e-01,1.096408762564877737e+00
1.137773983677231726e+01,9.154156221065934407e-01,1.097877925407001909e+00,1.342237166852970898e-01,9.121090819137868122e-01,1.096360095331800233e+00
1.138298094268208693e+01,9.154527020295709638e-01,1.097827995731402106e+00,1.341642742656707632e-01,9.121495498380077782e-01,1.096311454824040466e+00
1.138822446288428658e+01,9.154897653036306870e-01,1.097778093892142870e+00,1.341048044641547643e-01,9.121899991294402099e-01,1.096262841024745249e+00
1.139347039849105059e+01,9.155268119401179794e-01,1.097728219871362487e+00,1.340454115982168126e-01,9.122304297966632447e-01,1.096214253917072945e+00
1.139871875061502848e+01,9.155638419503715486e-01,1.097678373651213901e+00,1.339871768719836376e-01,9.122708418482521342e-01,1.096165693484195458e+00
1.140396952036936717e+01,9.156008553457195553e-01,1.097628555213863377e+00,1.339289153201795035e-01,9.123112352927780222e-01,1.096117159709296907e+00
1.140922270886774292e+01,9.156378521374815005e-01,1.097578764541489171e+00,1.338706269304473229e-01,9.123516101388084998e-01,1.096068652575574953e+00
1.141447831722434003e+01,9.156748323369684472e-01,1.097529001616285971e+00,1.338123116904242904e-01,9.123919663949066061e-01,1.096020172066239251e+00
1.141973634655385617e+01,9.157117959554822439e-01,1.097479266420458899e+00,1.337539695877419110e-01,9.124323040696319387e-01,1.095971718164513220e+00
1.142499679797150058e+01,9.157487430043161902e-01,1.097429558936228178e+00,1.336956006100260275e-01,9.124726231715400981e-01,1.095923290853631604e+00
1.143025967259299769e+01,9.157856734947528166e-01,1.097379879145826465e+00,1.336372047448968203e-01,9.125129237091823553e-01,1.095874890116843803e+00
1.143552497153458702e+01,9.158225874380696574e-01,1.097330227031502625e+00,1.335787819799686693e-01,9.125532056911065393e-01,1.095826515937410095e+00
1.144079269591302150e+01,9.158594848455304804e-01,1.097280602575515074e+00,1.335203323028503197e-01,9.125934691258562603e-01,1.095778168298604749e+00
1.144606284684556385e+01,9.158963657283935023e-01,1.097231005760138434e+00,1.334618557011447992e-01,9.126337140219712429e-01,1.095729847183714023e+00
1.145133542545000083e+01,9.159332300979068364e-01,1.097181436567658652e+00,1.334033521624493901e-01,9.126739403879873258e-01,1.095681552576037721e+00
1.145661043284462544e+01,9.159700779653089375e-01,1.097131894980376998e+00,1.333448216743557124e-01,9.127141482324362398e-01,1.095633284458887413e+00
1.146188787014824939e+01,9.160069093418311548e-01,1.097082380980607841e+00,1.332862642244496132e-01,9.127543375638461631e-01,1.095585042815587995e+00
1.146716773848020132e+01,9.160437242386939571e-01,1.097032894550677984e+00,1.332276798003112772e-01,9.127945083907410551e-01,1.095536827629476573e+00
1.147245003896032145e+01,9.160805226671097090e-01,1.096983435672927554e+00,1.331690683895151717e-01,9.128346607216409891e-01,1.095488638883903132e+00
1.147773477270897047e+01,9.161173046382816709e-01,1.096934004329711110e+00,1.331104299796299351e-01,9.128747945650620421e-01,1.095440476562230758e+00
1.148302194084702244e+01,9.161540701634039996e-01,1.096884600503395646e+00,1.330517645582185993e-01,9.129149099295166270e-01,1.095392340647834306e+00
1.148831154449586656e+01,9.161908192536619699e-01,1.096835224176362367e+00,1.329930721128384230e-01,9.129550068235129379e-01,1.095344231124101952e+00
1.149360358477741073e+01,9.162275519202317531e-01,1.096785875331004689e+00,1.329343526310409473e-01,9.129950852555555052e-01,1.095296147974434087e+00
1.149889806281408156e+01,9.162642681742803052e-01,1.096736553949729798e+00,1.328756061003719402e-01,9.130351452341448626e-01,1.095248091182243977e+00
1.150419497972881722e+01,9.163009680269663670e-01,1.096687260014959087e+00,1.328168325083714518e-01,9.130751867677774358e-01,1.095200060730957325e+00
1.150949433664507637e+01,9.163376514894390201e-01,1.096637993509126163e+00,1.327580318425738426e-01,9.131152098649459870e-01,1.095152056604012492e+00
1.151479613468683638e+01,9.163743185728376872e-01,1.096588754414677069e+00,1.326992040905076164e-01,9.131552145341392812e-01,1.095104078784860269e+00
1.152010037497859685e+01,9.164109692882939084e-01,1.096539542714073834e+00,1.326403492396956152e-01,9.131952007838423091e-01,1.095056127256963885e+00
1.152540705864535653e+01,9.164476036469287878e-01,1.096490358389788922e+00,1.325815356721053440e-01,9.132351686225358423e-01,1.095008202003799891e+00
1.153071618681265242e+01,9.164842216598564351e-01,1.096441201424310119e+00,1.325239039745134961e-01,9.132751180586968776e-01,1.094960303008856606e+00
1.153602776060653312e+01,9.165208233381808567e-01,1.096392071800137646e+00,1.324662457291331807e-01,9.133150491007987481e-01,1.094912430255634783e+00
1.154134178115356590e+01,9.165574086929955122e-01,1.096342969499783937e+00,1.324085609237352079e-01,9.133549617573105683e-01,1.094864583727648277e+00
1.154665824958083498e+01,9.165939777353870888e-01,1.096293894505776079e+00,1.323508495460848644e-01,9.133948560366977887e-01,1.094816763408423155e+00
1.155197716701594679e+01,9.166305304764310602e-01,1.096244846800653594e+00,1.322931115839417471e-01,9.134347319474216409e-01,1.094768969281497695e+00
1.155729853458702472e+01,9.166670669271969052e-01,1.096195826366969994e+00,1.322353470250598462e-01,9.134745894979399150e-01,1.094721201330423277e+00
1.156262235342271616e+01,9.167035870987416679e-01,1.096146833187291225e+00,1.321775558571874620e-01,9.135144286967060712e-01,1.094673459538763050e+00
1.156794862465218365e+01,9.167400910021152871e-01,1.096097867244196777e+00,1.321197380680672884e-01,9.135542495521701278e-01,1.094625743890093039e+00
1.157327734940511199e+01,9.167765786483578205e-01,1.096048928520278354e+00,1.320618936454363568e-01,9.135940520727776626e-01,1.094578054368001929e+00
1.157860852881170466e+01,9.168130500485002221e-01,1.096000016998142090e+00,1.320040225770260645e-01,9.136338362669708113e-01,1.094530390956090171e+00
1.158394216400268917e+01,9.168495052135650081e-01,1.095951132660406335e+00,1.319461248505621742e-01,9.136736021431876020e-01,1.094482753637971095e+00
1.158927825610930995e+01,9.168859441545647027e-01,1.095902275489703870e+00,1.318882004537647312e-01,9.137133497098623991e-01,1.094435142397270244e+00
1.159461680626333546e+01,9.169223668825033924e-01,1.095853445468678578e+00,1.318302493743481740e-01,9.137530789754253480e-01,1.094387557217625817e+00
1.159995781559705463e+01,9.169587734083760600e-01,1.095804642579988997e+00,1.317722716000212790e-01,9.137927899483029304e-01,1.094339998082688004e+00
1.160530128524327687e+01,9.169951637431673630e-01,1.095755866806306100e+00,1.317142671184871605e-01,9.138324826369178533e-01,1.094292464976119872e+00
1.161064721633533559e+01,9.170315378978545207e-01,1.095707118130314406e+00,1.316562359174432428e-01,9.138721570496886049e-01,1.094244957881596259e+00
