omega,lmax_eff,sigma_abs
1.648000000000001464e+01,4.600000000000000000e+01,1.965119615015579768e+01
1.650000000000001421e+01,4.600000000000000000e+01,1.966059408426219335e+01
1.652000000000001378e+01,4.600000000000000000e+01,1.967810589131333288e+01
1.654000000000001336e+01,4.600000000000000000e+01,1.970039182967811087e+01
1.656000000000001293e+01,4.600000000000000000e+01,1.972628856209960801e+01
1.658000000000001251e+01,4.600000000000000000e+01,1.975294581878902278e+01
1.660000000000001563e+01,4.600000000000000000e+01,1.977583036179231257e+01
1.662000000000001165e+01,4.600000000000000000e+01,1.979273104680643769e+01
1.664000000000001478e+01,4.600000000000000000e+01,1.980369314500034150e+01
1.666000000000001435e+01,4.600000000000000000e+01,1.980571535198061284e+01
1.668000000000001393e+01,4.600000000000000000e+01,1.979996992499213704e+01
1.670000000000001350e+01,4.600000000000000000e+01,1.978840805600075470e+01
1.672000000000001307e+01,4.600000000000000000e+01,1.977120274425067947e+01
1.674000000000001620e+01,4.600000000000000000e+01,1.975073609623796855e+01
1.676000000000001222e+01,4.600000000000000000e+01,1.972856296709433011e+01
1.678000000000001535e+01,4.600000000000000000e+01,1.970635383032545107e+01
1.680000000000001492e+01,4.600000000000000000e+01,1.968591552241025866e+01
1.682000000000001450e+01,4.700000000000000000e+01,1.966879186113187927e+01
1.684000000000001407e+01,4.700000000000000000e+01,1.965666598743715454e+01
1.686000000000001364e+01,4.700000000000000000e+01,1.965130924411840851e+01
1.688000000000001322e+01,4.700000000000000000e+01,1.965312476468989189e+01
1.690000000000001279e+01,4.700000000000000000e+01,1.965993402165188542e+01
1.692000000000001592e+01,4.700000000000000000e+01,1.967956553132110287e+01
1.694000000000001194e+01,4.700000000000000000e+01,1.970195488101259329e+01
1.696000000000001506e+01,4.700000000000000000e+01,1.972761651490131385e+01
1.698000000000001464e+01,4.700000000000000000e+01,1.975321586045124533e+01
1.700000000000001421e+01,4.700000000000000000e+01,1.977577667268731076e+01
1.702000000000001378e+01,4.700000000000000000e+01,1.979210924776654679e+01
1.704000000000001336e+01,4.700000000000000000e+01,1.980201963679655819e+01
1.706000000000001293e+01,4.700000000000000000e+01,1.980440512889679638e+01
1.708000000000001251e+01,4.700000000000000000e+01,1.979827352092080162e+01
1.710000000000001563e+01,4.700000000000000000e+01,1.978636931146789735e+01
1.712000000000001521e+01,4.700000000000000000e+01,1.975167228744675540e+01
1.714000000000001478e+01,4.700000000000000000e+01,1.974932307209473237e+01
1.716000000000001435e+01,4.700000000000000000e+01,1.972762214919510981e+01
1.718000000000001393e+01,4.700000000000000000e+01,1.970576557940532680e+01
1.720000000000001350e+01,4.700000000000000000e+01,1.968599739003009574e+01
1.722000000000001307e+01,4.800000000000000000e+01,1.966960452968199391e+01
1.724000000000001620e+01,4.800000000000000000e+01,1.965778498576185740e+01
1.726000000000001577e+01,4.800000000000000000e+01,1.965296221420639355e+01
1.728000000000001535e+01,4.800000000000000000e+01,1.965543526111254380e+01
1.730000000000001492e+01,4.800000000000000000e+01,1.966471308585775191e+01
1.732000000000001450e+01,4.800000000000000000e+01,1.968168415313584774e+01
1.734000000000001407e+01,4.800000000000000000e+01,1.940667118071112185e+01
1.736000000000001364e+01,4.800000000000000000e+01,1.972882119883152896e+01
1.738000000000001322e+01,4.800000000000000000e+01,1.975392716008757787e+01
1.740000000000001279e+01,4.800000000000000000e+01,1.977504551518568121e+01
1.742000000000001592e+01,4.800000000000000000e+01,1.979165726889183574e+01
1.744000000000001549e+01,4.800000000000000000e+01,1.980077531107913913e+01
1.746000000000001506e+01,4.800000000000000000e+01,1.980196845142552675e+01
1.748000000000001464e+01,4.800000000000000000e+01,1.979640369859103188e+01
1.750000000000001421e+01,4.800000000000000000e+01,1.978469562298218776e+01
1.752000000000001378e+01,4.800000000000000000e+01,1.976778765795959458e+01
1.754000000000001336e+01,4.800000000000000000e+01,1.974796007388921737e+01
1.756000000000001648e+01,4.800000000000000000e+01,1.970460586124008628e+01
1.758000000000001606e+01,4.800000000000000000e+01,1.970544389820103248e+01
1.760000000000001563e+01,4.800000000000000000e+01,1.968614783809615787e+01
1.762000000000001521e+01,4.900000000000000000e+01,1.967017940429473910e+01
1.764000000000001478e+01,4.900000000000000000e+01,1.965930233215593148e+01
1.766000000000001435e+01,4.900000000000000000e+01,1.965465552497983026e+01
1.768000000000001393e+01,4.900000000000000000e+01,1.965698531117105929e+01
1.770000000000001350e+01,4.900000000000000000e+01,1.966689016059790873e+01
1.772000000000001307e+01,4.900000000000000000e+01,1.968369328262547313e+01
1.774000000000001620e+01,4.900000000000000000e+01,1.970539265117274041e+01
1.776000000000001577e+01,4.900000000000000000e+01,1.973011944917027094e+01
1.778000000000001535e+01,4.900000000000000000e+01,1.974918570488781100e+01
1.780000000000001492e+01,4.900000000000000000e+01,1.977547746248806249e+01
1.782000000000001450e+01,4.900000000000000000e+01,1.979082558074220444e+01
1.784000000000001407e+01,4.900000000000000000e+01,1.979979784640181251e+01
1.786000000000001364e+01,4.900000000000000000e+01,1.980037682977495805e+01
1.788000000000001677e+01,4.900000000000000000e+01,1.979425200176478228e+01
1.790000000000001634e+01,4.900000000000000000e+01,1.978264171212029154e+01
1.792000000000001592e+01,4.900000000000000000e+01,1.976592111816866293e+01
1.794000000000001549e+01,4.900000000000000000e+01,1.974627843688005413e+01
1.796000000000001506e+01,4.900000000000000000e+01,1.972565654227955889e+01
1.798000000000001464e+01,4.900000000000000000e+01,1.970492077536688669e+01
1.800000000000001421e+01,4.900000000000000000e+01,1.968391442463511254e+01
1.802000000000001378e+01,5.000000000000000000e+01,1.967082446320582534e+01
1.804000000000001336e+01,5.000000000000000000e+01,1.966029073318460618e+01
1.806000000000001648e+01,5.000000000000000000e+01,1.965635399579805664e+01
1.808000000000001606e+01,5.000000000000000000e+01,1.965879720116761931e+01
1.810000000000001563e+01,5.000000000000000000e+01,1.966865088352327717e+01
1.812000000000001521e+01,5.000000000000000000e+01,1.968556929812110567e+01
1.814000000000001478e+01,5.000000000000000000e+01,1.970686112489613251e+01
1.816000000000001435e+01,5.000000000000000000e+01,1.973042446919748016e+01
1.818000000000001393e+01,5.000000000000000000e+01,1.975472910104455693e+01
1.820000000000001705e+01,5.000000000000000000e+01,1.977483096675142704e+01
1.822000000000001663e+01,5.000000000000000000e+01,1.978564689210903182e+01
1.824000000000001620e+01,5.000000000000000000e+01,1.979779912068330461e+01
1.826000000000001577e+01,5.000000000000000000e+01,1.979841562006651756e+01
1.828000000000001535e+01,5.000000000000000000e+01,1.979275926238807770e+01
1.830000000000001492e+01,5.000000000000000000e+01,1.978039145718155467e+01
1.832000000000001450e+01,5.000000000000000000e+01,1.976405412029372499e+01
1.834000000000001407e+01,5.000000000000000000e+01,1.974503017595680276e+01
1.836000000000001364e+01,5.000000000000000000e+01,1.972451505569823382e+01
1.838000000000001677e+01,5.000000000000000000e+01,1.970417373443854814e+01
1.840000000000001634e+01,5.000000000000000000e+01,1.968621339224431210e+01
1.842000000000001592e+01,5.100000000000000000e+01,1.967124403073612271e+01
1.844000000000001549e+01,5.100000000000000000e+01,1.965981840373850531e+01
1.846000000000001506e+01,5.100000000000000000e+01,1.965742760024578573e+01
1.848000000000001464e+01,5.100000000000000000e+01,1.966035517790113119e+01
1.850000000000001421e+01,5.100000000000000000e+01,1.967064133599120268e+01
1.852000000000001734e+01,5.100000000000000000e+01,1.968690777461875285e+01
1.854000000000001691e+01,5.100000000000000000e+01,1.970794785019514705e+01
1.856000000000001648e+01,5.100000000000000000e+01,1.973189987073276086e+01
1.858000000000001606e+01,5.100000000000000000e+01,1.975496107911051169e+01
1.860000000000001563e+01,5.100000000000000000e+01,1.977458962948477961e+01
1.862000000000001521e+01,5.100000000000000000e+01,1.978887295539158231e+01
1.864000000000001478e+01,5.100000000000000000e+01,1.979626646483931651e+01
1.866000000000001435e+01,5.100000000000000000e+01,1.979632478267773976e+01
1.868000000000001393e+01,5.100000000000000000e+01,1.979036859414786775e+01
1.870000000000001705e+01,5.100000000000000000e+01,1.977859208236468191e+01
1.872000000000001663e+01,5.100000000000000000e+01,1.976208665391419572e+01
1.874000000000001620e+01,5.100000000000000000e+01,1.974363871486426092e+01
1.876000000000001577e+01,5.100000000000000000e+01,1.972369188070343426e+01
1.878000000000001535e+01,5.100000000000000000e+01,1.970392653548851314e+01
1.880000000000001492e+01,5.100000000000000000e+01,1.968626823307037554e+01
1.882000000000001450e+01,5.200000000000000000e+01,1.967193451248143532e+01
1.884000000000001762e+01,5.200000000000000000e+01,1.966219606614141568e+01
1.886000000000001720e+01,5.200000000000000000e+01,1.965878098273810437e+01
1.888000000000001677e+01,5.200000000000000000e+01,1.966217954582797134e+01
1.890000000000001634e+01,5.200000000000000000e+01,1.967224459290460103e+01
1.892000000000001592e+01,5.200000000000000000e+01,1.968868273512764588e+01
1.894000000000001549e+01,5.200000000000000000e+01,1.970886325175714404e+01
1.896000000000001506e+01,5.200000000000000000e+01,1.973278799719735233e+01
1.898000000000001464e+01,5.200000000000000000e+01,1.975550496248206400e+01
1.900000000000001421e+01,5.200000000000000000e+01,1.977392854470224748e+01
1.902000000000001734e+01,5.200000000000000000e+01,1.978814785352022199e+01
1.904000000000001691e+01,5.200000000000000000e+01,1.979554953608808532e+01
1.906000000000001648e+01,5.200000000000000000e+01,1.979503495024599857e+01
1.908000000000001606e+01,5.200000000000000000e+01,1.978875079330548559e+01
1.910000000000001563e+01,5.200000000000000000e+01,1.977835856792134805e+01
1.912000000000001521e+01,5.200000000000000000e+01,1.976102993149119413e+01
1.914000000000001478e+01,5.200000000000000000e+01,1.974260317783869922e+01
1.916000000000001791e+01,5.200000000000000000e+01,1.972245126818062033e+01
1.918000000000001748e+01,5.200000000000000000e+01,1.970366637520142916e+01
1.920000000000001705e+01,5.200000000000000000e+01,1.968651195887612460e+01
1.922000000000001663e+01,5.300000000000000000e+01,1.967240074085328772e+01
1.924000000000001620e+01,5.300000000000000000e+01,1.966343660981621611e+01
1.926000000000001577e+01,5.300000000000000000e+01,1.966048792237925014e+01
1.928000000000001535e+01,5.300000000000000000e+01,1.966372696788022623e+01
1.930000000000001492e+01,5.300000000000000000e+01,1.967410603577854999e+01
1.932000000000001450e+01,5.300000000000000000e+01,1.969185542618763662e+01
1.934000000000001762e+01,5.300000000000000000e+01,1.971115385743653547e+01
1.936000000000001720e+01,5.300000000000000000e+01,1.973377546692581674e+01
1.938000000000001677e+01,5.300000000000000000e+01,1.975553717984449875e+01
1.940000000000001634e+01,5.300000000000000000e+01,1.977424308771731987e+01
1.942000000000001592e+01,5.300000000000000000e+01,1.978753390608249418e+01
1.944000000000001549e+01,5.300000000000000000e+01,1.979387917928950102e+01
1.946000000000001506e+01,5.300000000000000000e+01,1.979366967600353533e+01
1.948000000000001819e+01,5.300000000000000000e+01,1.978701126979539993e+01
1.950000000000001776e+01,5.300000000000000000e+01,1.977535274182576686e+01
1.952000000000001734e+01,5.300000000000000000e+01,1.975952829399393451e+01
1.954000000000001691e+01,5.300000000000000000e+01,1.974070558382674534e+01
1.956000000000001648e+01,5.300000000000000000e+01,1.972204247924555887e+01
1.958000000000001606e+01,5.300000000000000000e+01,1.970327431882713398e+01
1.960000000000001563e+01,5.300000000000000000e+01,1.968659642853407732e+01
1.962000000000001521e+01,5.400000000000000000e+01,1.967307913288523835e+01
1.964000000000001478e+01,5.400000000000000000e+01,1.966440356752854512e+01
1.966000000000001791e+01,5.400000000000000000e+01,1.966167055074893710e+01
1.968000000000001748e+01,5.400000000000000000e+01,1.966535304391040739e+01
1.970000000000001705e+01,5.400000000000000000e+01,1.967551830132714130e+01
1.972000000000001663e+01,5.400000000000000000e+01,1.969213954316431625e+01
1.974000000000001620e+01,5.400000000000000000e+01,1.971236066341545623e+01
1.976000000000001577e+01,5.400000000000000000e+01,1.973403563127581606e+01
1.978000000000001535e+01,5.400000000000000000e+01,1.975617321720380914e+01
1.980000000000001847e+01,5.400000000000000000e+01,1.977392762464704390e+01
1.982000000000001805e+01,5.400000000000000000e+01,1.978740084730230109e+01
1.984000000000001762e+01,5.400000000000000000e+01,1.979263069207895498e+01
1.986000000000001720e+01,5.400000000000000000e+01,1.979173192866786835e+01
1.988000000000001677e+01,5.400000000000000000e+01,1.978556150832287841e+01
1.990000000000001634e+01,5.400000000000000000e+01,1.977353328831370050e+01
1.992000000000001592e+01,5.400000000000000000e+01,1.975770224434016953e+01
1.994000000000001549e+01,5.400000000000000000e+01,1.974010162202531404e+01
1.996000000000001506e+01,5.400000000000000000e+01,1.972112717215081901e+01
1.998000000000001819e+01,5.400000000000000000e+01,1.970233369658916800e+01
2.000000000000001776e+01,5.400000000000000000e+01,1.968648670621598384e+01
