theta_deg,log10_dsigma_dOmega
152.20872051,0.70500556
152.32308792,0.72636263
152.43745533,0.74593993
152.55182273,0.76551724
152.66619014,0.78420467
152.78055754,0.80200222
152.89492495,0.81979978
153.00929235,0.83670745
153.12365976,0.85895439
153.23802716,0.87853170
153.35239457,0.89454950
153.46676197,0.90789766
153.58112938,0.92035595
153.69549678,0.92569522
153.80986419,0.93192436
153.92423159,0.93904338
154.03859900,0.94705228
154.15296640,0.95417130
154.26733381,0.96040044
154.38170122,0.96484983
154.49606862,0.96929922
154.61043603,0.97196885
154.72480343,0.97374861
154.83917084,0.97463849
154.95353824,0.97552836
155.06790565,0.97552836
155.18227305,0.97552836
155.29664046,0.97552836
155.41100786,0.97463849
155.52537527,0.97285873
155.63974267,0.97018910
155.75411008,0.96573971
155.86847748,0.96040044
155.98284489,0.95417130
156.09721229,0.94705228
156.21157970,0.93815350
156.32594711,0.92925473
156.44031451,0.91857620
156.55468192,0.90700779
156.66904932,0.89454950
156.78341673,0.88120133
156.89778413,0.86518354
157.01215154,0.84827586
157.12651894,0.82958843
157.24088635,0.81001112
157.35525375,0.78954394
157.46962116,0.76818687
157.58398856,0.74505006
157.69835597,0.72191324
157.81272337,0.69699666
157.92709078,0.67030033
158.04145818,0.64271413
158.15582559,0.61423804
158.27019299,0.58220245
158.38456040,0.54838710
158.49892781,0.51279199
158.61329521,0.47452725
158.72766262,0.43270300
158.84203002,0.38820912
158.95639743,0.33926585
159.07076483,0.28587319
159.18513224,0.24104561
159.29949964,0.20567297
159.41386705,0.18064516
159.52823445,0.16685206
159.64260186,0.16518354
159.75696926,0.16351502
159.87133667,0.16184650
159.98570407,0.16017798
160.10007148,0.15850945
160.21443888,0.15684093
160.32880629,0.15517241
160.44317370,0.15350389
160.55754110,0.15183537
160.67190851,0.15016685
160.78627591,0.14849833
160.90064332,0.14682981
161.01501072,0.14549499
161.12937813,0.14449388
161.24374553,0.14382647
161.35811294,0.15595106
161.47248034,0.18086763
161.58684775,0.21824249
161.70121515,0.26718576
161.81558256,0.32680756
161.92994996,0.38286986
162.04431737,0.43626251
162.15868477,0.48609566
162.27305218,0.53236930
162.38741959,0.57597330
162.50178699,0.61779755
162.61615440,0.65695217
162.73052180,0.69343715
162.84488921,0.72814238
162.95925661,0.76195773
163.07362402,0.79399333
163.18799142,0.82424917
163.30235883,0.85361513
163.41672623,0.88120133
163.53109364,0.90611791
163.64546104,0.92591226
163.75982845,0.94058439
163.87419585,0.95013430
163.98856326,0.95545186
164.10293066,0.95653707
164.21729807,0.95762229
164.33166548,0.95870751
164.44603288,0.95979272
164.56040029,0.96087794
164.67476769,0.96196316
164.78913510,0.96304837
164.90350250,0.96413359
165.01786991,0.96521881
165.13223731,0.96630402
165.24660472,0.96738924
165.36097212,0.96847446
165.47533953,0.96955967
165.58970693,0.97064489
165.70407434,0.97173011
165.81844174,0.97281532
165.93280915,0.97390054
166.04717655,0.97498576
166.16154396,0.97607097
166.27591137,0.97715619
166.39027877,0.97824141
166.50464618,0.97932662
166.61901358,0.98041184
166.73338099,0.98149706
166.84774839,0.98258227
166.96211580,0.98366749
167.07648320,0.98475271
167.19085061,0.98583792
167.30521801,0.98692314
167.41958542,0.98800836
167.53395282,0.98909357
167.64832023,0.99017879
167.76268763,0.99126401
167.87705504,0.99234922
167.99142244,0.99343444
168.10578985,0.99451966
168.22015726,0.99560487
168.33452466,0.99647305
168.44889207,0.99712418
168.56325947,0.99755826
168.67762688,0.99243604
168.79199428,0.98086763
168.90636169,0.96395996
169.02072909,0.93993326
169.13509650,0.90967742
169.24946390,0.87764182
169.36383131,0.84382647
169.47819871,0.80734149
169.59256612,0.76996663
169.70693352,0.72992214
169.82130093,0.68720801
169.93566833,0.64182425
170.05003574,0.59199110
170.16440315,0.53770857
170.27877055,0.49187987
170.39313796,0.45539488
170.50750536,0.42914349
170.62187277,0.41490545
170.73624017,0.41268076
170.85060758,0.41045606
170.96497498,0.40823137
171.07934239,0.40600667
171.19370979,0.40378198
171.30807720,0.40155729
171.42244460,0.39933259
171.53681201,0.39710790
171.65117941,0.39488320
171.76554682,0.39265851
171.87991422,0.39043382
171.99428163,0.38820912
172.10864904,0.38642937
172.22301644,0.38509455
172.33738385,0.38420467
172.45175125,0.38375973
172.56611866,0.38375973
172.68048606,0.38375973
172.79485347,0.38375973
172.90922087,0.38375973
173.02358828,0.38375973
173.13795568,0.38375973
173.25232309,0.38375973
173.36669049,0.38375973
173.48105790,0.38375973
173.59542530,0.38375973
173.70979271,0.38375973
173.82416011,0.38375973
173.93852752,0.38375973
174.05289492,0.38375973
174.16726233,0.38375973
174.28162974,0.38375973
174.39599714,0.38375973
174.51036455,0.38375973
174.62473195,0.38375973
174.73909936,0.38375973
174.85346676,0.38375973
174.96783417,0.38375973
175.08220157,0.38375973
175.19656898,0.38375973
175.31093638,0.38375973
175.42530379,0.38375973
175.53967119,0.38375973
175.65403860,0.38375973
175.76840600,0.38375973
175.88277341,0.38375973
175.99714081,0.38375973
176.11150822,0.38375973
176.22587563,0.38375973
176.34024303,0.38375973
176.45461044,0.38375973
176.56897784,0.38375973
176.68334525,0.38375973
176.79771265,0.38375973
176.91208006,0.38375973
177.02644746,0.38375973
177.14081487,0.38375973
177.25518227,0.38375973
177.36954968,0.38375973
177.48391708,0.38375973
177.59828449,0.38375973
177.71265189,0.38375973
177.82701930,0.38375973
177.94138670,0.38375973
178.05575411,0.38375973
178.17012152,0.38375973
178.28448892,0.38375973
178.39885633,0.38375973
178.51322373,0.38375973
178.62759114,0.38375973
178.74195854,0.38375973
178.85632595,0.38375973
178.97069335,0.38375973
179.08506076,0.38375973
179.19942816,0.38375973
179.31379557,0.38375973
179.42816297,0.38375973
179.54253038,0.38375973
179.65689778,0.38375973
179.77126519,0.38375973
179.88563259,0.38375973
180.00000000,0.38375973
